Noun           :   0    1    2    3    4    5    6    7    8    9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24   25   26   27   28   29   30   31   32   33   34   35   36   37   38   39   40   41   42   43   44   45   46   47   48   49   50   51   52   53   54   55   56   57   58   59   60   61   62   63
caution        :   0    0    3    0    0    0    0    0    0    0    0    1    0    0    2    1    0    0    0    2    0    0    0    0    0    0    0    0    0    0    1    0    0    0    2    0    0    0    0    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
yarn           :   0    0    6    0    0    0    0    0    0    0    0    2    0    1    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    2    2    0    1    0    0    0    2    0    0    0    0    0    0    0    1    0    0    0    0    0    0    1    0    0    0    0    0    0    2
want           :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    3
risk           :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    1    0    0    0    1    0    1    0    1    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    1
ceremony       :   0    0    0    0    0    0    1    0    0    0    0    1    4    2    0    1    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    2    0    0    0    0    0    1    0    1    0    1    0    0    0    0    0    0    0    3    0    0    0    0    0    0    0    0    0
end            :   0    0   10    3    1    8    0    1    0    0    0    9    3    2    5    0    2    2    1    4    0    0    0    1    0    3    0    0    0    0    2    0    1    0    3   14    8   11    3    2    2    6    0    1    0    1    0    0    0    0    0    1    3    0   18    8    2    0    2    0    3    0    0   17
turn           :   0    0    1    0    0    0    0    0    0    0    0    0    3    1    3    1    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    3    4    0    1    0    4    0    2    0    0    0    0    0    0    0    1    0    0    8    0    4    8    3    3    0    0    0    0    0   29
travel         :   0    0    0    0    0    0    0    0    0    0    1    0    1    1    2    1    0    0    0    1    0    0    0    0    0    0    1    1    0    1    0    0    0    0    0    1    2    1    0    0    0    3    6    0    6    0    0    0    0    0    0    0    0    0    4    0    0    0    4    1    0    0    1   15
song           :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   13    1    1    0    0    0    0    0    0    6
damage         :   0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    0    0    0    0    3    2    0    0    0    1    0    0    1    0
machine        :   0    0    9    0    1    0    0    1    0    0    0   22   10   16   12   13    1    3    0    8   20    0    0    0    0    0    0    0    0    0    1    1    1    1    6   15    6    2    0    1    1    0    0    0    4    0    0    0    0    0    0    1    0    0   35    1    5    1    2    0    4    1    1   12
hot            :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   30    8    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
significance   :   0    0    0    0    0    0    0    0    0    0    0    8    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0
interview      :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    4
gate           :   1    0   16    0    0    1    1    0    0    0    0    6    2    0   10    2    1    3    0    1    0    0    0    0    0    1    0    1    0    0    0    0    0    0    4   32    3    2    1    0    0    2    0    0    0    0    0    0    0    0    0    1    0    0   11    1    0    0    0    1    4    0    1    6
beach          :   0    0   12    2    3   11   35    1    1    1    1    9  139   10   24   10    6    3    9    0    1    0   13    0    1    6    3    0    0   10    4    4    4    0   49   99  143   13   36   17   15    1   34   31   12    2   58    3    5    0    7    4    5    0   30    7   11    7   10    5   14    2   11   43
pizza          :   1    0   29    4    4   40    2    7    2    2    6  204  205  174   27   85   82   55   15    6    4    0   22    0    3    0    7   10    0    2    6    6   20    0  281  275  187   58   21   11  139   63    5   79   64   15   18    0    4    3    4   13    5    0  328   18   57   20   43    6    8  125    8  133
gaming         :   0    0    0    0    0    0    0    0    0    0    1    1    1    2    0    0    0    0    1    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   61    2    0    0    0    0    0    0    0    1
briefcase      :   0    0    6    0    0    0    0    1    0    0    0    0    2    0    2    0    0    2    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    2    4    0    0    0    0    0    2    0    0    1    0    0    0    1    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0
beauty         :   0    0    0    0    0    0    0    0    0    0    0    0    5    1    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    1    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1    0    2    0    0    1    4
cuisine        :   0    0    1    0    0    0    0    0    0    0    1    1    0    9    0   25    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    5    0    0    0    0    0    0    0    3    0    0    0    0    0    0    0    0    0   21    0    0    0    2    0    0    0    1    2
mess           :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    4    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1   10    5    0    1    0    0    0    0    0    0    0    1    0    0    0    1    0    0    0    4    0    2    0    0    0    3    0    0   13
ladder         :   1    0    3    0    1    1    0    0    0    0    0    5    0    0   18    0    0    5    2    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    8    8    0    1    0    0    0    1    0    0    1    0    0    0    0    0    3    0    0    0    1    0    4    1    0    0    3    0    2    6
jumping        :   0    0    0    1    4    0    0    0    0    0    0   20    1    0    1    0    0    0   24    0    1    0    0    0    0    0    2    0    0    0   10    4    0    2    5   53    9    2    3    0    1    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    2    5    0    1    0    0    3
president      :   0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    1    3    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0   12    4    4    0    0    0    0    2    0   14
law            :   0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    2    2    0    1    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    1    3    0    0    0    0    0    1    1
lap            :   0    0    3    0    5   17    0    3    1    0    1    6    0    2    4    0    0    0    0    3    1    0    1    0    0    3    1    0    0    0    1    0    0    0    1    3    0   13    0    0    0    2    0    0    1    0    0    0    0    0    0    0    0    0    5    1    0    0    0    0    0    0    0    4
parallel       :   0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    7    0    0    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    2    0    0    0    0    0    0
exhibition     :   0    0    0    0    0    0    0    0    0    0    0    0    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    8    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0
harley         :   0    0    0    0    0    0    0    0    0    0    0    0    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0
